date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:38:41	90562/90562	---M--	200	added ('OK')	image/gif	etag:169fba8fd6c59c46786b5a97b577de30	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/e5a41c3e-17b2-40f4-bcf3-19059c7bded2_rwc_19x0x1296x334x4096.gif?h=4ebae91f0559e1ae0b4ae6f9c80ee516	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/e5a41c3e-17b2-40f4-bcf3-19059c7bded2_rwc_19x0x1296x334x4096083e.gif	(from https://ivanariel.me/)
23:38:41	49459/49459	---M--	200	added ('OK')	image/gif	etag:1e71d4f9532ad4a76ed3cd034f0de971	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/39e6a89c-1e08-47f1-9abf-1212f21f3736_rwc_19x0x1296x334x4096.gif?h=16de259881cf73f64a679f58203830a7	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/39e6a89c-1e08-47f1-9abf-1212f21f3736_rwc_19x0x1296x334x40962ed0.gif	(from https://ivanariel.me/)
23:38:42	18285/18285	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2001%20Nov%202022%2013:37:25%20GMT	http://use.typekit.net/ik/4gH1h9T-SrRfMDqV9al6y5wRa1vvlYErSDLsV2rKWivfe7JffHYEBsJzwD9oFDIDWD4KFQjDFRyywQboFRBRZ2Jt52IhwQw3FDjtZQJUwDbujcJuFRy8jcI-yMI7Oc8hjAoySc88dfolZP37OcuoSeNkieZzde8zOcFzdP37O1gkdDJlic88ikolpWgzS1scdhUTdkoRdhXC-WZydcBk-AmCOcu8OeuoSeNkieZzde8zOcFzdPU3ScvkOWZTZWS0dW83da4XZcNC-Av0jhNlOYiaikoTicB0jW4TZA30dA9KgYsGShCKgY8Ri1J7f6KFTbJbMg6VJMJ7f6KsTbJbMg6sJMJ7f6KwTbJbMg6IJMJ7f6K5TbJbMg6BJMJ7f6KbTbJbMg6eJMJ7f6KPTbJbMg6YJMJ7fbRA2UMgeMX6MTMgrLnhcbj.js?cb=3792353fa249fd698053af6fce2ebaedde2bce01	C:/My%20Web%20Sites/Ivan%20Ariel/use.typekit.net/ik/4gH1h9T-SrRfMDqV9al6y5wRa1vvlYErSDLsV2rKWivfe7JffHYEBsJzwD9oFDIDWD4KFQjDFRyywQboFRBRZ2Jt52IhwQw3FDjtZQJUwDbujcJuFRy8jcI-yMI7Oc8hjAoySc88dfolZP37OcuoSeNkieZzde8zOcFzdP37O1gkdDJlic88ikolpWgzS1	(from https://ivanariel.me/)
23:38:42	62245/62245	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Nov%202022%2013:37:24%20GMT	https://ivanariel.me/sparkleyco	C:/My%20Web%20Sites/Ivan%20Ariel/ivanariel.me/sparkleyco.html	(from https://ivanariel.me/)
23:38:42	18701/18701	---M--	200	added ('OK')	image/gif	etag:7a697f44b884251390f55c2d10689de8	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/10138c49-67ce-497b-905f-388b3fdab0c5_rwc_0x0x799x570x32.gif?h=8979537da254368352188c03e634ebad	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/10138c49-67ce-497b-905f-388b3fdab0c5_rwc_0x0x799x570x321415.gif	(from https://ivanariel.me/)
23:38:44	1664/1664	---M--	200	added ('OK')	image/jpeg	etag:a9256e5fcbdb13268a9de23c5d8d58ed	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/2c11629e-bfa6-44a2-8aa1-e6a06d953073_rwc_0x0x1280x913x32.jpg?h=3399323030e303179f9e2b28fc72f0d4	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/2c11629e-bfa6-44a2-8aa1-e6a06d953073_rwc_0x0x1280x913x32f171.jpg	(from https://ivanariel.me/)
23:38:45	73121/73121	---M--	200	added ('OK')	image/jpeg	etag:3957bcafcc7eb80a6149aab52f5ac223	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/2c11629e-bfa6-44a2-8aa1-e6a06d953073_rwc_0x0x1280x913x1280.jpg?h=8f4f528ff31035c4d6ee6d6183744dd7	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/2c11629e-bfa6-44a2-8aa1-e6a06d953073_rwc_0x0x1280x913x1280ff8a.jpg	(from https://ivanariel.me/)
23:38:45	56920/56920	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Nov%202022%2013:37:28%20GMT	https://ivanariel.me/vanlook	C:/My%20Web%20Sites/Ivan%20Ariel/ivanariel.me/vanlook.html	(from https://ivanariel.me/)
23:38:45	30369/30369	---M--	200	added ('OK')	image/gif	etag:97298eac72604e180347b9e6b63a1640	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/a0bf79c7-5d2a-4e1e-96ac-c8fccda1fd27_rwc_0x0x599x428x32.gif?h=25f94028508c22496ff739ecc7e02bdd	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/a0bf79c7-5d2a-4e1e-96ac-c8fccda1fd27_rwc_0x0x599x428x3211d8.gif	(from https://ivanariel.me/)
23:38:46	1889/1889	---M--	200	added ('OK')	image/jpeg	etag:19af2a0358cc7e3861ab7efea05946ee	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/48178a1e-8907-408a-9746-12b65adf4791_rwc_0x0x1280x913x32.jpg?h=8a779a58402d67f58d12a05973ef34e9	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/48178a1e-8907-408a-9746-12b65adf4791_rwc_0x0x1280x913x32131c.jpg	(from https://ivanariel.me/)
23:38:46	7312580/7312580	---M--	200	added ('OK')	image/gif	etag:cdbaba1f545e8933a1bd6c0f50faedd2	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/10138c49-67ce-497b-905f-388b3fdab0c5_rwc_0x0x799x570x799.gif?h=d497dd5d06e459a518f1b38fc0cf57b8	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/10138c49-67ce-497b-905f-388b3fdab0c5_rwc_0x0x799x570x799bd55.gif	(from https://ivanariel.me/)
23:38:46	124408/124408	---M--	200	added ('OK')	image/jpeg	etag:f6d2db3ea2876eb7ffbb91dd67a28e4e	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/48178a1e-8907-408a-9746-12b65adf4791_rwc_0x0x1280x913x1280.jpg?h=ac6506ae1410d280676e86ddfe1f17cd	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/48178a1e-8907-408a-9746-12b65adf4791_rwc_0x0x1280x913x1280e047.jpg	(from https://ivanariel.me/)
23:38:46	54741/54741	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Nov%202022%2013:37:29%20GMT	https://ivanariel.me/intelligent-reviews	C:/My%20Web%20Sites/Ivan%20Ariel/ivanariel.me/intelligent-reviews.html	(from https://ivanariel.me/)
23:38:47	19267/19267	---M--	200	added ('OK')	image/gif	etag:58dca5e7f7a71606ae8fc1ce2f6b3a3b	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/72317b9d-b941-4620-b8ea-40dc415e1904_rwc_0x0x599x428x32.gif?h=0f61f09aefc492a1a100d1470b413b8b	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/72317b9d-b941-4620-b8ea-40dc415e1904_rwc_0x0x599x428x32297d.gif	(from https://ivanariel.me/)
23:38:47	1786/1786	---M--	200	added ('OK')	image/jpeg	etag:4b49df5a29639fb493c4067c1f2aa88e	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/f90dff92-7c6a-474f-b8c0-8d42cebf64e6_rwc_0x0x1280x913x32.jpg?h=49d7ad673955c79f401ca526f07ee41c	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/f90dff92-7c6a-474f-b8c0-8d42cebf64e6_rwc_0x0x1280x913x32b0cb.jpg	(from https://ivanariel.me/)
23:38:47	124293/124293	---M--	200	added ('OK')	image/jpeg	etag:679bede91b05f44b4fe7dd2f487155d1	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/f90dff92-7c6a-474f-b8c0-8d42cebf64e6_rwc_0x0x1280x913x1280.jpg?h=6746976d818fb5fd7dfe9dd63fb30f5c	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/f90dff92-7c6a-474f-b8c0-8d42cebf64e6_rwc_0x0x1280x913x12809d24.jpg	(from https://ivanariel.me/)
23:38:48	59052/59052	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Nov%202022%2013:37:31%20GMT	https://ivanariel.me/list-property	C:/My%20Web%20Sites/Ivan%20Ariel/ivanariel.me/list-property.html	(from https://ivanariel.me/)
23:38:48	56209/56209	---M--	200	added ('OK')	image/gif	etag:094ed26e2f4e51910f8822a6b011b295	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/1e6676ce-ab33-4e88-b17f-7a95320ed16e_rwc_0x0x599x428x32.gif?h=586ff6105ba7bf8d5f4dd44935ca6513	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/1e6676ce-ab33-4e88-b17f-7a95320ed16e_rwc_0x0x599x428x329c3b.gif	(from https://ivanariel.me/)
23:38:50	2019/2019	---M--	200	added ('OK')	image/jpeg	etag:e826a17024a4154e4e919a10baf1bb97	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b87d992e-a86e-4185-a0e0-442a136a6f83_rwc_0x0x1280x913x32.jpg?h=08f22d7f3bec566f8b26fc25a1d7e7b5	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b87d992e-a86e-4185-a0e0-442a136a6f83_rwc_0x0x1280x913x324c29.jpg	(from https://ivanariel.me/)
23:38:52	199727/199727	---M--	200	added ('OK')	image/jpeg	etag:f4535c0795ce4de1ec12d8881fe9f49e	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b87d992e-a86e-4185-a0e0-442a136a6f83_rwc_0x0x1280x913x1280.jpg?h=05bdebf5dbd3b11d4e7cafb7c9e5a889	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b87d992e-a86e-4185-a0e0-442a136a6f83_rwc_0x0x1280x913x1280b4a5.jpg	(from https://ivanariel.me/)
23:38:58	52448/52448	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Nov%202022%2013:37:36%20GMT	https://ivanariel.me/codificacion-industrial	C:/My%20Web%20Sites/Ivan%20Ariel/ivanariel.me/codificacion-industrial.html	(from https://ivanariel.me/)
23:39:01	12886/12886	---M--	200	added ('OK')	image/gif	etag:8792c9f44f20689263a2acad4545f218	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/8def2b09-3123-4a76-9780-48a2c28ebdb1_rwc_0x0x599x428x32.gif?h=eb8852817911c4e82a286defbb8c3343	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/8def2b09-3123-4a76-9780-48a2c28ebdb1_rwc_0x0x599x428x324cdd.gif	(from https://ivanariel.me/)
23:39:01	7342407/7342407	---M--	200	added ('OK')	image/gif	etag:4cd72eb8cdce4986ae73f20f6c0ddb86	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/a0bf79c7-5d2a-4e1e-96ac-c8fccda1fd27_rwc_0x0x599x428x599.gif?h=db50d46ff8d0a23dd150fe86c777367b	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/a0bf79c7-5d2a-4e1e-96ac-c8fccda1fd27_rwc_0x0x599x428x59960d2.gif	(from https://ivanariel.me/)
23:39:02	11678916/11678916	---M--	200	added ('OK')	image/gif	etag:858e73ff0c9ee81750b25859701c0bc4	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/1e6676ce-ab33-4e88-b17f-7a95320ed16e_rwc_0x0x599x428x599.gif?h=437d15e29d1817c178c89a2b461055cc	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/1e6676ce-ab33-4e88-b17f-7a95320ed16e_rwc_0x0x599x428x5998f65.gif	(from https://ivanariel.me/)
23:39:03	1916/1916	---M--	200	added ('OK')	image/jpeg	etag:dc931332ddb535bac932fcc99431968a	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/003ecba7-51e1-4eb3-8925-a53b109ed90b_rwc_0x0x1280x913x32.jpg?h=99c03dc356af49cda8cbcc3f57006bb9	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/003ecba7-51e1-4eb3-8925-a53b109ed90b_rwc_0x0x1280x913x32c6b1.jpg	(from https://ivanariel.me/)
23:39:03	112959/112959	---M--	200	added ('OK')	image/jpeg	etag:6d123c1460712c3f10f245e0904ecac1	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/003ecba7-51e1-4eb3-8925-a53b109ed90b_rwc_0x0x1280x913x1280.jpg?h=84eed8cac7a4cbbf5004ec9b3eb474ef	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/003ecba7-51e1-4eb3-8925-a53b109ed90b_rwc_0x0x1280x913x128076ea.jpg	(from https://ivanariel.me/)
23:39:04	7791786/7791786	---M--	200	added ('OK')	image/gif	etag:3484e3b4612c69ec4b0bc023f1c5b68f	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/72317b9d-b941-4620-b8ea-40dc415e1904_rwc_0x0x599x428x599.gif?h=1c88eb1f382240c74ea65e9f27059ef3	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/72317b9d-b941-4620-b8ea-40dc415e1904_rwc_0x0x599x428x59916c4.gif	(from https://ivanariel.me/)
23:39:04	54699/54699	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Nov%202022%2013:37:47%20GMT	https://ivanariel.me/planet-moderation	C:/My%20Web%20Sites/Ivan%20Ariel/ivanariel.me/planet-moderation.html	(from https://ivanariel.me/)
23:39:04	28814/28814	---M--	200	added ('OK')	image/gif	etag:6e354e981c1c5acd66770abf97b7c439	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b2d5c4b2-6992-43cf-861b-033f0f736ae5_rwc_0x0x599x428x32.gif?h=6ce4d6dc8932ba48a56ac60d5a8c1aee	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b2d5c4b2-6992-43cf-861b-033f0f736ae5_rwc_0x0x599x428x32f8e1.gif	(from https://ivanariel.me/)
23:39:04	1711/1711	---M--	200	added ('OK')	image/jpeg	etag:5447631c1b22dcb3ed9f6edab217421f	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b232c525-bcf6-421b-a742-cdcbb4aa0fe3_rwc_0x0x1280x913x32.jpg?h=76e542cc021a5d7f11fa9f4d52a6b496	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b232c525-bcf6-421b-a742-cdcbb4aa0fe3_rwc_0x0x1280x913x323d9b.jpg	(from https://ivanariel.me/)
23:39:05	1633968/1633968	---M--	200	added ('OK')	image/gif	etag:c2dcd342b2975109f0e0b759744a52f4	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/8def2b09-3123-4a76-9780-48a2c28ebdb1_rwc_0x0x599x428x599.gif?h=f2647c88e4686324477bce27a0d2675a	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/8def2b09-3123-4a76-9780-48a2c28ebdb1_rwc_0x0x599x428x599a04b.gif	(from https://ivanariel.me/)
23:39:05	86679/86679	---M--	200	added ('OK')	image/jpeg	etag:0050b7e7c86ddc6156ad4253d1a91f5f	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b232c525-bcf6-421b-a742-cdcbb4aa0fe3_rwc_0x0x1280x913x1280.jpg?h=91d248b952cf295228652614b4d26690	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b232c525-bcf6-421b-a742-cdcbb4aa0fe3_rwc_0x0x1280x913x12806ac7.jpg	(from https://ivanariel.me/)
23:39:05	141/141	---M--	200	added ('OK')	application/javascript	date:Tue,%2001%20Nov%202022%2013:37:48%20GMT	https://ivanariel.me/site/translations?cb=3792353fa249fd698053af6fce2ebaedde2bce01	C:/My%20Web%20Sites/Ivan%20Ariel/ivanariel.me/site/translationsc9d4	(from https://ivanariel.me/)
23:39:06	61875/61875	---M--	200	added ('OK')	image/jpeg	etag:2ee6f567d929f32f2a803c5f0ec2930e	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/2c8a374e-842f-44b3-83e9-f1bb1d896b8d_rwc_15x0x1901x800x4096.jpg?h=7a88142faceaab141118d51ebda9ab02	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/2c8a374e-842f-44b3-83e9-f1bb1d896b8d_rwc_15x0x1901x800x40963f29.jpg	(from https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/4f23dc66cc3ed1c28cba52a158936f981667273520.css?h=1a33071b9da3ecd227d6354458e3d1b3)
23:39:06	354855/354855	---M--	200	added ('OK')	application/javascript	etag:%226349d3c7-56a27%22	https://ivanariel.me/dist/js/main.js?cb=3792353fa249fd698053af6fce2ebaedde2bce01	C:/My%20Web%20Sites/Ivan%20Ariel/ivanariel.me/dist/js/mainc9d4.js	(from https://ivanariel.me/)
23:39:06	43964/43964	---M--	200	added ('OK')	text/css	etag:1578b49490dac31aeeb341a302085092	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/db323aff5e06c6d1b91ab34574623e3a1667273520.css?h=65cacd4bba895b71cf9aedcf44717642	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/db323aff5e06c6d1b91ab34574623e3a16672735206a3e.css	(from https://ivanariel.me/edit)
23:39:07	3953360/3953360	---M--	200	added ('OK')	image/gif	etag:efb5183e5b1349b1325eb6d2d110aff7	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b2d5c4b2-6992-43cf-861b-033f0f736ae5_rwc_0x0x599x428x599.gif?h=214d6d931222875e7b67b30628c1f593	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/b2d5c4b2-6992-43cf-861b-033f0f736ae5_rwc_0x0x599x428x599c370.gif	(from https://ivanariel.me/)
23:39:07	80978/80978	---M--	200	added ('OK')	text/css	etag:b9d43fcbf441e1cc513057433d942ed3	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/ba6880d42f05a2976403fe82ac760d591667273520.css?h=4927d75c645fd7b3816bfaaaf97ea4bf	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/ba6880d42f05a2976403fe82ac760d591667273520fd9d.css	(from https://ivanariel.me/contacto)
23:39:08	495577/495577	---M--	200	added ('OK')	image/gif	etag:ac646adb8e8c79608bdfef6cf83aa749	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/8c0a4853-ba87-4301-97e8-88df52f368ca.gif?h=143c2b8012d3af632a4155e59c46273c	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/8c0a4853-ba87-4301-97e8-88df52f368ca57e5.gif	(from https://ivanariel.me/contacto)
23:39:08	494941/494941	---M--	200	added ('OK')	image/gif	etag:8ced637158cf45d460f063fee73ae8d1	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/8c0a4853-ba87-4301-97e8-88df52f368ca_rw_1920.gif?h=5d45ac3f421a0570f295690f425a977a	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/8c0a4853-ba87-4301-97e8-88df52f368ca_rw_1920e023.gif	(from https://ivanariel.me/contacto)
23:39:08	76859/76859	---M--	200	added ('OK')	text/css	etag:b7a4d031e37f6f7dd510c9f8d2cddc73	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/7ddfafc35919c25bf2ed02db4de5d2e51667273520.css?h=1f54fc6bb3a0a3311d379a8d8bcc3edf	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/7ddfafc35919c25bf2ed02db4de5d2e51667273520e641.css	(from https://ivanariel.me/sparkleyco)
23:39:08	445842/445842	---M--	200	added ('OK')	image/png	etag:46a567e12cfc56fb9a29c9d43af2249b	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/05c59fdc-3796-4fd2-8853-d2e3d85abb30_rw_1200.png?h=f0e7690c07bd84bef6fc08d211ed6fb3	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/05c59fdc-3796-4fd2-8853-d2e3d85abb30_rw_12003c56.png	(from https://ivanariel.me/sparkleyco)
23:39:09	426462/426462	---M--	200	added ('OK')	image/png	etag:bdaf2eefe8021c4ec088db4a17595ea8	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/05c59fdc-3796-4fd2-8853-d2e3d85abb30.png?h=ef92ff39bd9093bb4035d014c0a4a968	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/05c59fdc-3796-4fd2-8853-d2e3d85abb30e957.png	(from https://ivanariel.me/sparkleyco)
23:39:09	76539/76539	---M--	200	added ('OK')	text/css	etag:cfb94bd0b3bb145b947cf97390aba108	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/18aae63f787aee505dc64e74eedf9e8f1667273520.css?h=3cf47e374b7e905d15cdfe36d0a021e4	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/18aae63f787aee505dc64e74eedf9e8f16672735208c62.css	(from https://ivanariel.me/vanlook)
23:39:09	76794/76794	---M--	200	added ('OK')	text/css	etag:ebdcb28cefe147e87df291f150fa7f3f	https://cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/47805cb2bc1a613e9504810fe5e5e2ec1667273520.css?h=d6ae8376679bfc9f994d3586c0a408c2	C:/My%20Web%20Sites/Ivan%20Ariel/cdn.myportfolio.com/61730789-38a7-40fe-9d29-fa8993d340cb/47805cb2bc1a613e9504810fe5e5e2ec1667273520047a.css	(from https://ivanariel.me/intelligent-reviews)
